NPI,Gender,State,Credentials,Specialty,Total Opiod Drug Prescriptinons,Total Non-Opiod Drug Prescriptions),Region,NE,MW,S,W,Opioid.Prescriber,Med.Doc
1548689318,M,OR,M.D.,Student in an Organized Health Care Education/Training Program,0,11,W,0,0,0,1,0,0
1346233764,F,IL,OD,Optometry,0,152,MW,0,1,0,0,0,1
1356324271,M,NE,M.D.,Hematology/Oncology,31,174,MW,0,1,0,0,1,1
1689604241,M,CA,MD,Cardiology,0,715,W,0,0,0,1,0,1
1235460213,M,TX,M.D.,Internal Medicine,0,13,S,0,0,1,0,0,1
1659340412,M,VA,MD,Orthopedic Surgery,0,17,S,0,0,1,0,1,1
1124097308,M,NY,M.D.,Psychiatry & Neurology,0,297,NE,1,0,0,0,0,1
1316269160,M,IA,MD,Dermatology,0,41,MW,0,1,0,0,0,1
1356391601,M,FL,DPM,Podiatry,21,31,S,0,0,1,0,1,0
1861798399,F,NJ,PA-C,Physician Assistant,91,4218,NE,1,0,0,0,1,0
1164459947,F,CA,M.D.,Obstetrics/Gynecology,0,33,W,0,0,0,1,0,1
1386084275,F,CT,DMD,Dentist,14,37,NE,1,0,0,0,1,1
1346441169,F,FL,MD,Family Practice,0,33,S,0,0,1,0,0,1
1073511077,M,FL,M.D.,Ophthalmology,0,2773,S,0,0,1,0,0,1
1255363172,F,MI,MD,Family Practice,343,6726,MW,0,1,0,0,1,1
1194794610,M,TX,MD,Internal Medicine,47,218,S,0,0,1,0,1,1
1396794939,M,NY,M.D.,Gastroenterology,0,1646,NE,1,0,0,0,0,1
1770515678,M,NY,"MD, MSC",Otolaryngology,0,143,NE,1,0,0,0,0,1
1003872714,M,MO,MD,Internal Medicine,0,155,MW,0,1,0,0,1,1
1386950202,F,PA,PA,Physician Assistant,188,70,NE,1,0,0,0,1,0
1053382838,M,NY,DPM,Podiatry,14,432,NE,1,0,0,0,1,0
1457446379,M,WA,MD,Internal Medicine,109,3336,W,0,0,0,1,1,1
1275803447,F,CA,N.P.,Nurse Practitioner,0,69,W,0,0,0,1,0,0
1851791115,F,ID,NP-C,Nurse Practitioner,37,96,W,0,0,0,1,1,0
1114962024,M,NY,M.D.,Ophthalmology,0,481,NE,1,0,0,0,0,1
1740274554,M,OR,M.D.,Internal Medicine,186,3725,W,0,0,0,1,1,1
1710915582,F,NY,MD,Internal Medicine,23,6888,NE,1,0,0,0,1,1
1962619445,M,NY,D.M.D,Dentist,0,253,NE,1,0,0,0,1,1
1588661458,M,KY,M.D.,Family Practice,1437,15388,S,0,0,1,0,1,1
1194769653,M,NJ,M.D.,Geriatric Medicine,12,1338,NE,1,0,0,0,1,1
1649412180,F,NY,PA,Physician Assistant,0,308,NE,1,0,0,0,0,0
1962621763,M,IL,D.D.S.,Dentist,0,26,MW,0,1,0,0,0,1
1891870861,M,PA,DDS,Dentist,0,18,NE,1,0,0,0,1,1
1366640997,F,NY,MD,Psychiatry,0,1249,NE,1,0,0,0,0,1
1457613341,M,OH,DDS,Dentist,0,23,MW,0,1,0,0,0,1
1194790519,M,WA,MD,Family Practice,60,207,W,0,0,0,1,1,1
1568717767,M,TX,D.O.,Emergency Medicine,24,14,S,0,0,1,0,1,1
1831277029,M,WY,D.O.,Urology,0,460,W,0,0,0,1,1,1
1366687915,F,KY,DPM,Podiatry,0,472,S,0,0,1,0,1,0
1285674481,F,MI,CNP,Nurse Practitioner,0,1291,MW,0,1,0,0,0,0
1548214299,F,RI,M.D.,Plastic and Reconstructive Surgery,15,24,NE,1,0,0,0,1,1
1417024118,M,FL,D.D.S.,Dentist,0,89,S,0,0,1,0,0,1
1013220912,F,OH,CNP,Nurse Practitioner,24,0,MW,0,1,0,0,1,0
1033161682,M,PA,M.D.,General Surgery,23,0,NE,1,0,0,0,1,1
1124445168,M,OH,M.D.,Student in an Organized Health Care Education/Training Program,11,0,MW,0,1,0,0,1,0
1467538629,M,PR,M.D.,General Practice,65,8300,O,0,0,0,0,1,1
1104906981,F,OR,FNP,Nurse Practitioner,119,169,W,0,0,0,1,1,0
1366402182,M,TX,M.D.,Internal Medicine,0,87,S,0,0,1,0,0,1
1679738561,M,CO,MD,Internal Medicine,0,31,W,0,0,0,1,1,1
1134210057,M,MI,DDS,Dentist,0,66,MW,0,1,0,0,0,1
1184612202,M,IA,M.D.,Neurology,0,2340,MW,0,1,0,0,0,1
1285679530,M,SC,MD OBGYN,Obstetrics/Gynecology,0,240,S,0,0,1,0,0,1
1982841920,M,GA,MD,Orthopedic Surgery,102,69,S,0,0,1,0,1,1
1255300687,F,OK,M.D.,Ophthalmology,65,812,S,0,0,1,0,1,1
1902007297,M,MA,M.D.,Psychiatry & Neurology,0,51,NE,1,0,0,0,0,1
1144528498,F,CA,MD,Family Practice,38,539,W,0,0,0,1,1,1
1881647048,M,IL,M.D.,Internal Medicine,1167,18689,MW,0,1,0,0,1,1
1922160530,M,UT,MD,Emergency Medicine,75,80,W,0,0,0,1,1,1
1164621330,M,FL,MD,Ophthalmology,0,57,S,0,0,1,0,0,1
1730447350,F,OR,MD,Internal Medicine,15,276,W,0,0,0,1,1,1
1962516252,F,NH,D.D.S.,Dentist,0,32,NE,1,0,0,0,0,1
1407896640,M,HI,M.D.,Internal Medicine,182,10832,W,0,0,0,1,1,1
1740218080,F,WA,M.D.,Family Practice,102,716,W,0,0,0,1,1,1
1639119589,M,MS,M.D.,Medical Oncology,454,877,S,0,0,1,0,1,1
1992719157,M,MN,O.D.,Optometry,0,157,MW,0,1,0,0,0,1
1558366237,M,PA,M.D.,Nephrology,34,666,NE,1,0,0,0,1,1
1821212994,M,TX,"DDS, MPH",Oral Surgery (dentists only),99,198,S,0,0,1,0,1,1
1861443145,M,CO,MD,Gastroenterology,0,12,W,0,0,0,1,0,1
1831297159,F,TX,M.D.,Family Practice,14,163,S,0,0,1,0,1,1
1942356555,M,IN,MD,Gastroenterology,0,139,MW,0,1,0,0,0,1
1720490238,F,NC,D.D.S.,Dentist,0,12,S,0,0,1,0,0,1
1265474167,F,NH,APRN,Nurse Practitioner,114,1619,NE,1,0,0,0,1,0
1922330752,F,MD,CRNP-PMH,Nurse Practitioner,0,109,S,0,0,1,0,0,0
1205087194,M,OH,DDS,Dentist,0,23,MW,0,1,0,0,0,1
1023195807,M,TN,M.D.,General Surgery,87,220,S,0,0,1,0,1,1
1205264520,F,RI,NP,Nurse Practitioner,0,62,NE,1,0,0,0,1,0
1639148489,M,MI,M.D.,Family Practice,197,2232,MW,0,1,0,0,1,1
1720127269,F,OR,CRNA,CRNA,0,34,W,0,0,0,1,0,0
1669730313,M,MO,M.D.,Neurological Surgery,11,0,MW,0,1,0,0,1,1
1669556965,M,CA,MD,Neurology,0,1928,W,0,0,0,1,0,1
1174584692,M,NC,MD,Emergency Medicine,91,130,S,0,0,1,0,1,1
1265467237,M,AL,MD,Family Practice,114,6746,S,0,0,1,0,1,1
1700198801,M,CA,D.O.,Family Practice,0,396,W,0,0,0,1,1,1
1376647941,M,TX,M.D.,Pediatric Medicine,103,323,S,0,0,1,0,1,1
1235396086,F,FL,D.D.S.,Dentist,11,14,S,0,0,1,0,1,1
1386612224,M,IN,MD,Emergency Medicine,46,53,MW,0,1,0,0,1,1
1144270323,M,NJ,M.D.,Cardiology,0,4029,NE,1,0,0,0,0,1
1578506937,M,PR,M.D.,Psychiatry & Neurology,0,376,O,0,0,0,0,0,1
1366481764,M,MO,M.D.,Orthopedic Surgery,226,145,MW,0,1,0,0,1,1
1881785335,F,NY,DMD,Dentist,0,24,NE,1,0,0,0,0,1
1699914689,M,OH,DDS,Dentist,39,33,MW,0,1,0,0,1,1
1700892445,M,NM,MD,Psychiatry,0,848,W,0,0,0,1,0,1
1881654119,M,NY,"M.D.,",General Surgery,44,57,NE,1,0,0,0,1,1
1265533533,M,SC,MD,Emergency Medicine,318,804,S,0,0,1,0,1,1
1114993227,M,PA,MD,Internal Medicine,429,5901,NE,1,0,0,0,1,1
1891883773,M,IL,D.O.,Family Practice,216,5573,MW,0,1,0,0,1,1
1972872547,F,VA,PA,Physician Assistant,27,117,S,0,0,1,0,1,0
1073687018,M,MA,M.D.,General Practice,0,910,NE,1,0,0,0,1,1
1265757892,M,TX,,Student in an Organized Health Care Education/Training Program,51,375,S,0,0,1,0,1,0
1780628537,M,PA,M.D.,Orthopedic Surgery,357,167,NE,1,0,0,0,1,1
1861584054,M,MI,DDS,Dentist,0,26,MW,0,1,0,0,0,1
1407125065,F,KS,P.A.,Physician Assistant,0,242,MW,0,1,0,0,0,0
1053313288,M,KY,M.D.,Ophthalmology,0,454,S,0,0,1,0,0,1
1093808255,M,NY,MD,Internal Medicine,23,7465,NE,1,0,0,0,1,1
1235354242,M,AR,MD,Cardiology,0,4229,S,0,0,1,0,0,1
1942396635,F,CA,PHARMD,Pharmacist,0,319,W,0,0,0,1,0,0
1306040159,M,NY,D.D.S.,Dentist,0,56,NE,1,0,0,0,1,1
1497910228,M,NY,M.D.,General Surgery,0,58,NE,1,0,0,0,0,1
1588624035,F,PA,M.D.,Emergency Medicine,19,34,NE,1,0,0,0,1,1
1588740344,F,TN,DDS,Dentist,21,25,S,0,0,1,0,1,1
1275551764,M,MD,MD,Orthopedic Surgery,106,308,S,0,0,1,0,1,1
1912903857,F,IL,M.D.,General Practice,83,83,MW,0,1,0,0,1,1
1518150689,F,IA,DDS,Dentist,0,160,MW,0,1,0,0,0,1
1689916868,M,OH,M.D.,Student in an Organized Health Care Education/Training Program,0,63,MW,0,1,0,0,0,0
1376753822,F,FL,M.D.,Family Practice,165,26,S,0,0,1,0,1,1
1629360516,M,PA,MD,Internal Medicine,0,143,NE,1,0,0,0,1,1
1063708923,F,MI,D.O,Emergency Medicine,32,97,MW,0,1,0,0,1,1
1457589681,M,MO,MD,Radiation Oncology,0,45,MW,0,1,0,0,0,1
1841378361,M,WI,DPM,Podiatry,0,17,MW,0,1,0,0,1,0
1649275397,F,CA,M.D.,Internal Medicine,36,2013,W,0,0,0,1,1,1
1972550622,M,FL,M.D.,Ophthalmology,0,315,S,0,0,1,0,0,1
1225295868,M,NY,"M.D., M.B.A.",Plastic and Reconstructive Surgery,21,14,NE,1,0,0,0,1,1
1942277751,M,WI,DO,Pain Management,674,382,MW,0,1,0,0,1,1
1255616512,F,FL,ARNP,Nurse Practitioner,17,915,S,0,0,1,0,1,0
1922048644,F,TX,M.D.,Neurology,36,2614,S,0,0,1,0,1,1
1558423129,M,CA,M.D.,Internal Medicine,0,355,W,0,0,0,1,0,1
1891879672,M,TX,DDS,Dentist,0,78,S,0,0,1,0,0,1
1245457282,F,IL,M.D.,Family Practice,347,2456,MW,0,1,0,0,1,1
1497800783,F,WI,MD,Internal Medicine,0,1065,MW,0,1,0,0,1,1
1952455362,M,IL,M.D.,Internal Medicine,103,3528,MW,0,1,0,0,1,1
1225324601,M,MI,D.O.,Emergency Medicine,24,0,MW,0,1,0,0,1,1
1750524682,M,NY,M.D.,Emergency Medicine,19,0,NE,1,0,0,0,1,1
1215004585,M,NE,DDS,Dentist,0,12,MW,0,1,0,0,0,1
1760618060,M,OH,M.D.,Student in an Organized Health Care Education/Training Program,0,144,MW,0,1,0,0,0,0
1962421859,M,GA,M.D.,Internal Medicine,0,1621,S,0,0,1,0,0,1
1447566807,F,IL,APN,Certified Clinical Nurse Specialist,32,57,MW,0,1,0,0,1,0
1659666089,M,CA,D.D.S.,Dentist,0,52,W,0,0,0,1,1,1
1154561884,F,CT,PA-C,Physician Assistant,26,107,NE,1,0,0,0,1,0
1689013468,F,MO,MD,Obstetrics/Gynecology,17,17,MW,0,1,0,0,1,1
1174592497,F,MA,NP,Nurse Practitioner,0,229,NE,1,0,0,0,0,0
1528385952,F,AZ,NMD,Naturopath,0,13,W,0,0,0,1,0,0
1891781373,F,VA,MD,Endocrinology,0,1104,S,0,0,1,0,0,1
1225028715,F,WI,MD,Obstetrics/Gynecology,0,23,MW,0,1,0,0,0,1
1689745531,F,WA,ARNP,Nurse Practitioner,162,1536,W,0,0,0,1,1,0
1396883146,M,MN,D.D.S.,Dentist,0,19,MW,0,1,0,0,1,1
1184683369,F,PA,MD,Family Practice,113,3579,NE,1,0,0,0,1,1
1073738928,F,VA,FNP,Nurse Practitioner,16,0,S,0,0,1,0,1,0
1790844348,M,PR,M.D.,Otolaryngology,0,396,O,0,0,0,0,0,1
1497738306,M,CA,M.D.,Family Practice,691,6935,W,0,0,0,1,1,1
1023223708,M,NH,MD,Orthopedic Surgery,27,0,NE,1,0,0,0,1,1
1487608329,M,WI,DPM,Podiatry,16,38,MW,0,1,0,0,1,0
1316264518,M,GA,DDS,Dentist,0,12,S,0,0,1,0,0,1
1366508277,M,HI,M.D.,Family Practice,0,412,W,0,0,0,1,0,1
1740359629,F,GA,MD,Internal Medicine,284,10654,S,0,0,1,0,1,1
1215174776,M,FL,,Nurse Practitioner,37,1998,S,0,0,1,0,1,0
1003869819,M,NC,MD,Hospitalist,12,327,S,0,0,1,0,1,1
1669802682,F,IL,PA-C,Physician Assistant,0,500,MW,0,1,0,0,0,0
1801854914,M,TX,MD,Neurology,13,743,S,0,0,1,0,1,1
1316034895,M,MO,D.D.S.,Dentist,23,52,MW,0,1,0,0,1,1
1578568812,M,WA,MD`,Family Practice,582,5739,W,0,0,0,1,1,1
1881646164,M,DE,M.D.,Neurology,0,619,S,0,0,1,0,0,1
1992793970,M,PR,M.D.,Orthopedic Surgery,584,2779,O,0,0,0,0,1,1
1407198583,F,MA,PA-C,Physician Assistant,21,1326,NE,1,0,0,0,1,0
1689735201,F,IL,M.D,Rheumatology,13,500,MW,0,1,0,0,1,1
1932211125,M,KS,DDS,Dentist,0,42,MW,0,1,0,0,0,1
1437156395,M,MA,,Thoracic Surgery,22,11,NE,1,0,0,0,1,1
1235150350,F,IL,M.D.,Internal Medicine,15,28,MW,0,1,0,0,1,1
1598740904,F,MO,PA-C,Physician Assistant,0,109,MW,0,1,0,0,0,0
1396023099,F,PA,,Nurse Practitioner,0,316,NE,1,0,0,0,1,0
1609184027,M,TX,MD,Internal Medicine,187,2342,S,0,0,1,0,1,1
1629090220,M,CA,D.O,Family Practice,53,110,W,0,0,0,1,1,1
1710956818,F,CA,M.D.,Family Practice,71,3266,W,0,0,0,1,1,1
1720190986,F,FL,M.D.,Cardiology,11,4800,S,0,0,1,0,1,1
1295813533,M,KY,M.D.,Orthopedic Surgery,262,96,S,0,0,1,0,1,1
1588641310,M,NC,DDS,Dentist,21,141,S,0,0,1,0,1,1
1356370688,M,LA,MD,Internal Medicine,18,90,S,0,0,1,0,1,1
1093794257,F,VA,"MD, FAAFP",Family Practice,30,348,S,0,0,1,0,1,1
1295840569,M,AR,M.D.,Family Practice,536,3026,S,0,0,1,0,1,1
1619159779,F,DE,PA-C,Physician Assistant,0,132,S,0,0,1,0,1,0
1750440491,M,CA,MD,Cardiology,0,2750,W,0,0,0,1,0,1
1982611661,M,NY,DMD,Dentist,0,17,NE,1,0,0,0,0,1
1063403905,M,SD,MD,Physical Medicine and Rehabilitation,511,248,MW,0,1,0,0,1,1
1679589832,M,WA,O.D.,Optometry,0,32,W,0,0,0,1,0,1
1083787162,M,PA,"D.M.D., F.A.G.D.",Dentist,0,33,NE,1,0,0,0,0,1
1891750667,M,FL,MD,Psychiatry,0,4495,S,0,0,1,0,0,1
1043657505,M,WI,D.D.S,Dentist,61,142,MW,0,1,0,0,1,1
1225210321,F,NJ,PA-C,Physician Assistant,0,12,NE,1,0,0,0,0,0
1497732200,F,FL,MD,Psychiatry & Neurology,0,20,S,0,0,1,0,0,1
1609043017,M,LA,MD,Psychiatry,0,478,S,0,0,1,0,0,1
1013003284,F,MO,DDS,Dentist,14,32,MW,0,1,0,0,1,1
1376694729,M,NY,D.D.S.,Dentist,31,79,NE,1,0,0,0,1,1
1821189853,M,NY,DDS,Dentist,0,64,NE,1,0,0,0,0,1
1194790840,F,SD,PA-C,Physician Assistant,0,15,MW,0,1,0,0,0,0
1144481714,M,AZ,,Anesthesiology,0,12,W,0,0,0,1,0,1
1770698789,M,IL,PA,Physician Assistant,18,0,MW,0,1,0,0,1,0
1043278674,M,CT,M.D.,Family Practice,12,2936,NE,1,0,0,0,1,1
1396723813,M,MA,MD,Internal Medicine,1008,29054,NE,1,0,0,0,1,1
1699747774,M,PA,MD,Orthopedic Surgery,11,0,NE,1,0,0,0,1,1
1912977646,F,VA,O.D.,Optometry,0,36,S,0,0,1,0,0,1
1366790834,M,NC,M.D,Hospitalist,0,15,S,0,0,1,0,0,1
1770803678,F,NC,M.D.,Family Practice,109,1634,S,0,0,1,0,1,1
1679577274,F,NJ,ANP-C,Nurse Practitioner,78,42,NE,1,0,0,0,1,0
1750305991,F,CA,M.D.,Obstetrics/Gynecology,0,362,W,0,0,0,1,0,1
1073579314,F,LA,MD,Internal Medicine,0,113,S,0,0,1,0,0,1
1124148077,F,CA,DDS,Dentist,0,22,W,0,0,0,1,0,1
1063496750,M,IL,MD,Obstetrics/Gynecology,0,15,MW,0,1,0,0,0,1
1649265877,M,FL,MD,Orthopedic Surgery,66,106,S,0,0,1,0,1,1
1407911498,M,WA,M.D./FAMILY PRACTICE,Family Practice,143,1884,W,0,0,0,1,1,1
1831395896,M,FL,M.D.,Pain Management,150,70,S,0,0,1,0,1,1
1861612475,F,IL,M.D.,Family Practice,110,4026,MW,0,1,0,0,1,1
1710986187,F,DE,FNP-BC,Nurse Practitioner,56,3334,S,0,0,1,0,1,0
1326141268,M,WV,M.D.,Emergency Medicine,0,60,S,0,0,1,0,1,1
1043400187,M,CA,M.D.,Cardiac Electrophysiology,29,380,W,0,0,0,1,1,1
1366649584,F,IA,M.D.,Emergency Medicine,14,12,MW,0,1,0,0,1,1
1942407747,F,NJ,"APN,C.",Nurse Practitioner,60,486,NE,1,0,0,0,1,0
1871741223,M,FL,D.D.S,Dentist,0,11,S,0,0,1,0,0,1
1609821826,F,WI,MD,Family Practice,388,4389,MW,0,1,0,0,1,1
1215913355,F,NY,DDS,Dentist,0,39,NE,1,0,0,0,0,1
1588890115,F,TX,M.D.,Hospice and Palliative Care,79,14,S,0,0,1,0,1,0
1699751933,M,NC,P.A.,Physician Assistant,85,108,S,0,0,1,0,1,0
1891792719,M,PA,DO,Emergency Medicine,64,54,NE,1,0,0,0,1,1
1669413712,F,OH,M.D.,Neurology,0,1349,MW,0,1,0,0,0,1
1811283740,M,AL,M.D.,Internal Medicine,0,51,S,0,0,1,0,0,1
1700902863,M,CA,D.D.S.,Dentist,0,24,W,0,0,0,1,0,1
1023229531,F,FL,,Student in an Organized Health Care Education/Training Program,0,11,S,0,0,1,0,0,0
1174600118,M,FL,DPM,Podiatry,0,152,S,0,0,1,0,1,0
1033384862,F,IA,DDS,Dentist,0,63,MW,0,1,0,0,0,1
1225066830,M,OK,M.D.,Neurology,16,1645,S,0,0,1,0,1,1
1427062983,M,FL,MD,Internal Medicine,0,1026,S,0,0,1,0,1,1
1720072226,M,GA,M.D.,Diagnostic Radiology,0,24,S,0,0,1,0,0,0
1255325676,M,IL,MD,Family Practice,20,477,MW,0,1,0,0,1,1
1205073756,M,NY,MD,Cardiology,0,468,NE,1,0,0,0,0,1
1639335417,M,TX,"M.D., PH.D.",Emergency Medicine,52,95,S,0,0,1,0,1,1
1720039571,F,WI,MD,Physical Medicine and Rehabilitation,267,342,MW,0,1,0,0,1,1
1376676981,M,PA,DDS,Dentist,0,27,NE,1,0,0,0,1,1
1003964156,M,IL,M.D.,Family Practice,97,2722,MW,0,1,0,0,1,1
1487941803,F,MN,PA-C,Physician Assistant,28,14,MW,0,1,0,0,1,0
1568435196,M,IN,MD,Cardiology,0,321,MW,0,1,0,0,0,1
1063535078,F,TX,DDS,Dentist,0,41,S,0,0,1,0,0,1
1790751931,M,PR,M.D.,Internal Medicine,0,71,O,0,0,0,0,0,1
1891845285,F,NV,"M.S.N., R.N., A.P.N.",Nurse Practitioner,78,1031,W,0,0,0,1,1,0
1326216904,F,NY,MD,Obstetrics/Gynecology,0,29,NE,1,0,0,0,0,1
1962654863,M,WA,PA-C,Physician Assistant,91,1230,W,0,0,0,1,1,0
1427492610,M,AR,M.D.,Student in an Organized Health Care Education/Training Program,11,320,S,0,0,1,0,1,0
1316999576,F,NC,PA-C,Physician Assistant,63,2416,S,0,0,1,0,1,0
1669492443,M,MS,MD,Emergency Medicine,852,9713,S,0,0,1,0,1,1
1205882164,M,FL,MD,Internal Medicine,336,6954,S,0,0,1,0,1,1
1942461504,M,WI,MD,Interventional Radiology,0,12,MW,0,1,0,0,0,1
1538229927,F,OR,M.D.,Family Practice,0,82,W,0,0,0,1,0,1
1275580896,F,CO,OD,Optometry,0,703,W,0,0,0,1,0,1
1376708016,M,CT,M.D.,Emergency Medicine,28,14,NE,1,0,0,0,1,1
1356388615,F,FL,MD,Neuropsychiatry,0,874,S,0,0,1,0,0,1
1114234838,F,NY,"RN, MS, FNP",Nurse Practitioner,0,450,NE,1,0,0,0,0,0
1225173701,F,NC,,Dentist,0,20,S,0,0,1,0,0,1
1083806624,F,NY,MD,Endocrinology,0,1620,NE,1,0,0,0,0,1
1972621837,F,IL,MD,Family Practice,23,231,MW,0,1,0,0,1,1
1487610499,M,AZ,M.D.,Internal Medicine,63,262,W,0,0,0,1,1,1
1023273620,M,CT,PA,Physician Assistant,0,189,NE,1,0,0,0,1,0
1386947117,F,CA,N.P.,Nurse Practitioner,0,105,W,0,0,0,1,0,0
1942264247,M,OH,M.D.,Urology,0,339,MW,0,1,0,0,0,1
1982718896,F,MN,NP,Nurse Practitioner,12,236,MW,0,1,0,0,1,0
1780624692,M,NV,MD,Emergency Medicine,147,232,W,0,0,0,1,1,1
1427247931,M,CA,M.D.,Pulmonary Disease,0,37,W,0,0,0,1,0,1
1467749044,M,ID,,Pharmacist,71,280,W,0,0,0,1,1,0
1639475098,F,SC,FNP,Nurse Practitioner,0,30,S,0,0,1,0,0,0
1366482929,M,AZ,D.O.,Family Practice,52,5702,W,0,0,0,1,1,1
1134248628,M,WI,D.D.S.,Dentist,0,31,MW,0,1,0,0,0,1
1477510352,F,FL,NP,Nurse Practitioner,13,513,S,0,0,1,0,1,0
1669629689,F,PA,DO,General Surgery,14,0,NE,1,0,0,0,1,1
1730117912,M,WI,PA,Physician Assistant,0,1182,MW,0,1,0,0,0,0
1457605958,F,CT,"MSN, NP-C",Nurse Practitioner,0,1229,NE,1,0,0,0,0,0
1669531232,M,CA,MD,Neurology,95,2080,W,0,0,0,1,1,1
1316909864,M,NV,M.D.,Nephrology,174,3445,W,0,0,0,1,1,1
1982748018,M,CA,M.D.,Psychiatry,0,318,W,0,0,0,1,0,1
1528295169,M,OH,MD,Orthopaedic Surgery,12,0,MW,0,1,0,0,1,1
1396833265,M,CA,M.D.,Internal Medicine,67,1693,W,0,0,0,1,1,1
1518019249,M,FL,M.D.,Emergency Medicine,78,64,S,0,0,1,0,1,1
1730340639,M,PA,MD,Hematology/Oncology,0,36,NE,1,0,0,0,1,1
1619152113,M,CA,M.D.,General Practice,1023,13983,W,0,0,0,1,1,1
1174597314,M,GA,M.D.,Internal Medicine,19,27,S,0,0,1,0,1,1
1114132990,F,NY,N P,Nurse Practitioner,0,245,NE,1,0,0,0,0,0
1851509897,M,FL,D.D.S.,Dentist,66,141,S,0,0,1,0,1,1
1285609925,F,MD,M.D.,Psychiatry,0,760,S,0,0,1,0,0,1
1184051344,M,CT,PA-C,Physician Assistant,46,65,NE,1,0,0,0,1,0
1023240645,F,CO,ACNP/FNP,Nurse Practitioner,11,11,W,0,0,0,1,1,0
1588959662,M,IL,M.D.,Student in an Organized Health Care Education/Training Program,0,13,MW,0,1,0,0,0,0
1760546964,M,IN,DDS,Dentist,50,26,MW,0,1,0,0,1,1
1205921319,F,IL,M.D.,Internal Medicine,47,992,MW,0,1,0,0,1,1
1275534828,M,AZ,MD,Internal Medicine,14,2602,W,0,0,0,1,1,1
1659558708,F,OK,PA-C,Physician Assistant,144,2343,S,0,0,1,0,1,0
1851450977,M,NY,PA,Physician Assistant,18,0,NE,1,0,0,0,1,0
1528349834,F,IL,NP,Nurse Practitioner,21,88,MW,0,1,0,0,1,0
1922264415,F,KY,DO,Family Practice,373,7713,S,0,0,1,0,1,1
1104265859,F,TX,,Nurse Practitioner,0,11,S,0,0,1,0,0,0
1912175480,M,FL,MD,Ophthalmology,0,1378,S,0,0,1,0,0,1
1558331033,M,TN,MD,Internal Medicine,876,18442,S,0,0,1,0,1,1
1508078932,M,OK,D.O.,Emergency Medicine,96,118,S,0,0,1,0,1,1
1831266733,M,PA,M.D.,Family Practice,32,2334,NE,1,0,0,0,1,1
1811984149,M,AL,MD,Family Practice,113,6346,S,0,0,1,0,1,1
1548569254,M,OH,D.D.S.,Dentist,0,68,MW,0,1,0,0,0,1
1700197928,F,CT,DDS,Dentist,0,34,NE,1,0,0,0,1,1
1790778744,M,CO,MD,Neurology,0,301,W,0,0,0,1,0,1
1235394321,M,WA,ARNP,Nurse Practitioner,93,853,W,0,0,0,1,1,0
1417292285,M,NY,PA,Physician Assistant,15,0,NE,1,0,0,0,1,0
1528060860,F,NE,M.D.,Ophthalmology,0,354,MW,0,1,0,0,0,1
1497835094,F,GA,MD,Obstetrics/Gynecology,0,658,S,0,0,1,0,1,1
1780732768,M,CA,MD,Orthopedic Surgery,70,0,W,0,0,0,1,1,1
1386699882,M,IN,M.D.,Ophthalmology,0,926,MW,0,1,0,0,0,1
1417934605,M,MN,MD,Urology,44,469,MW,0,1,0,0,1,1
1174516686,F,VA,CFNP,Nurse Practitioner,11,309,S,0,0,1,0,1,0
1669465225,F,CA,M.D.,Allergy/Immunology,13,2004,W,0,0,0,1,1,1
1083818488,F,OR,M.D.,Psychiatry,0,11,W,0,0,0,1,0,1
1962415042,F,VT,M.D.,Family Practice,0,163,NE,1,0,0,0,0,1
1487696092,M,WA,MD,Urology,48,435,W,0,0,0,1,1,1
1447244009,M,VA,MD,Family Practice,11,916,S,0,0,1,0,1,1
1619968872,F,MI,MD,Obstetrics/Gynecology,0,400,MW,0,1,0,0,0,1
1194913681,F,NJ,M.D.,Family Practice,0,17,NE,1,0,0,0,0,1
1598806986,M,CA,MD,Plastic and Reconstructive Surgery,13,0,W,0,0,0,1,1,1
1114935053,M,FL,DMD,Dentist,25,90,S,0,0,1,0,1,1
1225033590,M,MS,M.D.,Ophthalmology,149,1688,S,0,0,1,0,1,1
1831276047,M,PA,D.M.D.,Dentist,0,84,NE,1,0,0,0,0,1
1588687040,M,WA,O.D.,Optometry,0,23,W,0,0,0,1,0,1
1073658654,F,FL,O.D.,Optometry,0,11,S,0,0,1,0,0,1
1497968366,M,IN,M.D.,Allergy/Immunology,0,803,MW,0,1,0,0,0,1
1265566145,M,ME,M.D.,Family Practice,251,3282,NE,1,0,0,0,1,1
1487752903,M,CT,MD,General Surgery,0,37,NE,1,0,0,0,0,1
1700222379,M,LA,FNP,Nurse Practitioner,26,4568,S,0,0,1,0,1,0
1528279486,M,MO,MD,Family Practice,0,389,MW,0,1,0,0,0,1
1578544755,M,CA,M.D.,Family Practice,572,4869,W,0,0,0,1,1,1
1578511994,F,PA,MD,Pediatric Medicine,35,39,NE,1,0,0,0,1,1
1528173226,M,CO,M.D.,Counselor,0,67,W,0,0,0,1,0,0
1265482962,M,FL,MD,Critical Care (Intensivists),0,859,S,0,0,1,0,0,1
1134398233,M,CA,M.D.,Internal Medicine,122,2990,W,0,0,0,1,1,1
1033129846,F,ME,PA-C,Physician Assistant,0,4453,NE,1,0,0,0,0,0
1386063634,F,PA,M.D.,Physical Medicine and Rehabilitation,0,11,NE,1,0,0,0,1,1
1265859672,F,MA,,Nurse Practitioner,14,14,NE,1,0,0,0,1,0
1154424315,F,MI,DDS,Dentist,0,16,MW,0,1,0,0,0,1
