annual_inc,delinq_2yrs,home_ownership,inq_last_6mths,open_acc,pub_rec,loan_amnt,int_rate
135000,0,1,0,17,1,15000,13.33
45000,0,0,2,12,1,10500,18.84
41000,0,0,2,14,2,10625,18.25
160000,1,0,2,13,0,1000,9.17
70000,1,0,0,13,0,12000,18.84
75000,0,1,2,9,0,4000,15.61
69995,0,1,0,8,1,7000,11.53
91259,0,1,0,10,1,29325,12.29
40000,1,1,0,18,0,5000,10.99
65000,0,1,0,13,0,5000,9.17
185000,0,1,0,17,0,20000,6.39
70000,0,1,0,18,0,4000,13.33
42000,0,0,0,13,0,10000,10.99
41000,0,0,0,12,0,17000,18.25
54000,0,1,2,12,1,16000,13.33
62000,0,1,1,13,0,3300,6.39
51936,0,1,2,10,0,21725,16.55
110000,0,1,1,10,0,30000,13.99
38000,0,0,0,7,1,10000,8.18
72000,1,1,0,16,0,16000,17.57
55000,0,1,0,7,0,16225,6.92
27500,0,1,0,13,0,4500,17.86
30000,0,1,0,18,0,6800,16.55
40000,0,0,0,5,1,12000,7.89
60000,0,1,1,14,0,28000,14.65
58000,0,1,2,7,0,3325,16.99
61800,0,1,0,16,0,10000,12.29
95000,0,0,0,11,0,6000,13.33
65000,0,0,1,13,0,23325,13.33
100000,0,1,0,11,0,30000,12.29
165000,0,1,0,14,0,35000,10.99
30000,0,0,0,9,0,6000,13.33
140000,0,1,0,7,0,35000,12.69
70000,0,1,1,15,0,12000,11.53
58600,0,1,1,17,0,16500,5.93
30000,0,0,0,8,0,5000,13.33
70000,0,0,1,16,0,8400,6.92
50000,2,0,0,3,0,7200,6.68
72000,0,1,0,27,0,25000,5.93
82968,0,1,0,23,1,15000,12.69
83700,0,1,1,20,0,16000,12.29
50000,0,0,0,12,0,3000,6.68
40000,0,1,0,6,0,8000,5.93
59500,1,1,0,12,0,16000,6.92
84000,0,1,1,11,0,8000,9.17
50000,0,1,0,11,1,12000,7.89
50000,0,0,1,5,0,13600,19.52
90000,0,0,1,20,0,10000,9.99
179000,0,1,0,20,0,24000,13.33
104000,2,1,0,11,0,18250,9.99
130000,0,1,0,12,0,31900,12.69
114726,0,1,0,14,0,28000,21.67
91450,0,1,0,22,0,10000,13.99
31791,0,1,0,9,0,11350,17.86
79000,0,1,0,8,0,19200,8.18
60000,0,0,0,14,0,22750,18.84
42000,1,0,0,5,1,6000,6.92
94000,0,1,0,8,0,23325,6.92
24000,0,0,0,9,0,5000,6.68
145000,3,1,1,19,0,20000,9.99
95000,0,1,0,17,0,15000,13.33
39500,0,0,0,12,0,10000,9.17
50000,0,0,0,12,1,6450,7.89
136000,0,1,1,17,0,17800,6.92
39000,1,1,1,15,2,12000,16.99
40000,0,1,0,11,0,8000,9.99
80000,0,1,0,12,0,15000,6.92
175000,0,1,1,13,0,35000,12.29
110000,0,1,0,6,0,11200,8.18
26900,0,0,0,17,0,12250,12.69
150000,0,1,0,21,1,24000,7.89
105000,0,1,0,17,0,25000,6.68
91000,0,1,0,22,0,35000,10.99
63000,0,1,1,15,0,17375,13.99
130000,0,1,2,7,0,25000,18.84
70000,1,1,1,7,0,6000,14.65
67600,0,1,2,14,0,4800,14.65
50000,0,1,1,10,0,5600,15.61
125000,0,1,0,14,0,24000,6.68
240000,1,1,0,16,1,25000,20.49
55000,0,1,3,19,0,27425,11.53
490000,0,1,3,26,0,23275,14.65
55400,2,1,0,9,0,5000,7.89
198500,0,1,0,15,0,35000,7.89
70000,0,0,1,5,0,19000,12.29
96000,0,0,1,13,0,16000,19.52
95000,0,1,2,3,0,4000,16.55
45000,0,0,0,9,0,13600,12.29
33000,0,1,1,7,0,11850,17.57
205000,3,1,0,11,0,10000,7.89
70000,0,1,1,4,0,1500,14.65
105500,0,1,2,16,0,22000,6.39
50000,0,1,0,15,0,10000,15.61
55000,0,0,1,11,0,18900,15.61
103000,0,1,1,14,0,14000,16.55
50000,0,1,0,5,0,10000,6.39
73159,0,1,2,10,0,16000,6.39
27664,0,1,1,6,0,10375,12.29
48000,0,1,2,16,0,5400,13.33
100000,1,1,2,17,0,8400,9.99
98000,0,0,2,12,0,10000,14.65
69000,1,1,1,12,0,8875,13.33
61000,0,0,3,11,1,15000,13.33
250000,2,1,3,23,2,25000,12.29
82000,1,1,0,7,0,15000,6.92
80000,0,1,0,14,0,30000,9.99
400000,0,1,0,11,0,30000,10.99
75000,2,1,0,15,0,20000,9.99
91000,0,1,0,5,0,22800,10.99
178000,0,1,1,12,0,10000,8.18
57000,1,0,0,14,0,7000,9.17
130000,0,1,0,16,0,28000,8.18
100000,1,1,0,8,0,10000,14.65
70000,0,0,0,6,0,10000,6.39
93000,2,1,1,22,0,28000,6.92
74500,0,0,1,12,0,24475,6.92
90000,1,1,0,10,0,31300,16.99
35000,0,0,0,18,0,10000,18.25
40000,0,1,0,5,1,19600,9.99
55000,1,0,2,11,1,7200,10.99
65000,0,0,0,14,0,12000,16.55
119000,0,1,0,7,1,3500,12.69
54262,0,1,1,9,0,21000,7.89
100000,0,1,0,16,0,15000,5.93
60000,0,0,0,9,0,17000,12.29
30000,0,1,3,11,0,12000,17.86
50000,0,0,0,8,0,7000,12.69
80000,0,0,0,11,2,8000,13.99
45000,0,1,0,9,0,3500,9.17
43000,1,0,1,11,0,2000,10.99
14000,0,1,0,17,0,4750,16.55
65000,0,1,0,13,0,17150,16.55
92320,0,1,0,6,0,17950,13.33
57000,0,0,2,13,0,15000,21.67
110000,0,1,0,9,0,20000,6.39
36000,0,1,1,9,0,15075,15.61
65000,0,1,0,25,0,29975,11.53
105000,0,1,0,13,0,35000,21.67
183000,1,1,0,23,0,35000,7.89
48000,0,1,0,12,1,15000,6.92
96000,0,1,0,12,0,28000,8.18
60000,0,0,0,20,0,7000,6.92
53000,0,0,0,11,0,17500,9.17
105000,1,0,1,16,0,19800,11.53
109000,0,1,1,17,1,30800,20.49
55000,1,1,0,10,0,23700,20.49
530000,0,1,0,21,0,35000,13.33
120000,0,1,0,10,0,22000,5.93
61000,2,1,3,9,0,27000,17.57
78400,0,1,1,11,0,18000,6.39
73000,0,0,1,11,0,15000,9.99
100000,0,1,0,16,0,30000,21.67
38000,1,1,0,6,0,10000,13.33
65331.42,0,1,1,7,0,6000,7.89
180000,0,1,1,12,0,24000,7.89
70000,1,1,1,12,0,28800,16.55
110000,0,1,0,26,1,25000,13.33
44000,0,0,0,11,0,2000,7.89
65000,0,1,3,11,1,9000,14.65
30000,0,1,0,9,0,12000,15.61
56000,0,0,3,17,0,10000,6.92
150000,1,1,0,17,0,30000,17.57
102000,0,1,0,17,0,25000,7.89
38000,0,0,0,11,1,6000,7.89
67500,0,1,2,6,0,10000,13.33
59000,0,1,0,10,1,6500,10.99
32000,0,0,1,9,0,6000,12.69
155358,2,0,0,9,0,12000,10.99
30000,0,1,1,10,0,9325,11.53
210000,1,0,0,22,0,28000,6.39
29120,0,1,0,4,0,12000,9.99
80000,2,1,0,9,0,12000,7.89
40000,0,0,2,7,0,12125,20.49
55000,0,0,0,13,5,20000,7.89
80000,0,1,1,38,0,26000,6.68
65000,1,1,0,7,0,15000,7.89
60000,0,0,2,17,0,20000,9.17
45800,1,0,0,9,0,16100,13.33
200000,1,1,0,13,0,35000,21.67
35000,1,1,0,9,0,6000,13.33
75000,0,0,1,12,0,30000,12.69
62000,0,1,0,19,0,12375,6.92
59000,0,1,0,7,0,11000,16.55
60000,0,1,1,5,0,8000,10.99
30000,0,1,0,7,0,10050,22.99
90000,1,0,0,5,0,12000,7.89
113000,0,1,0,13,0,28000,8.18
55000,0,1,2,9,0,2000,18.84
57000,0,1,0,16,0,26125,25.57
140000,0,0,0,12,0,30000,11.53
145000,1,0,1,13,0,21000,8.18
60000,0,0,0,15,0,16000,8.18
35000,0,1,3,5,0,10000,13.33
80000,0,1,0,12,0,7000,12.29
48000,0,0,0,9,0,15000,13.33
50000,0,0,0,10,0,17225,12.69
64000,0,0,0,8,0,8000,13.33
475000,0,1,0,11,0,10000,6.92
30000,0,0,0,5,0,1800,12.69
80000,0,1,0,13,0,8000,12.69
130000,0,1,0,19,0,24800,5.93
49000,0,1,1,8,0,7000,12.29
100000,0,0,0,11,1,6000,9.17
150000,0,1,0,6,0,33000,11.53
65000,0,1,0,16,0,25000,19.52
118000,0,0,0,13,0,30000,12.69
200000,0,1,2,12,0,35000,9.17
96000,1,1,0,14,0,28000,11.53
90000,0,1,1,17,1,19200,17.57
65000,1,0,0,9,0,14000,12.69
76800,0,0,0,17,0,25000,14.65
50000,0,1,0,16,0,18000,13.99
30900,0,1,0,8,1,11100,19.52
53900,0,1,1,9,0,6200,13.33
114500,0,0,0,7,0,15000,9.99
45000,2,1,1,7,1,10000,8.18
24000,0,0,1,5,0,5000,12.29
110000,2,1,0,12,0,35000,12.69
56000,0,1,0,5,0,8000,12.69
80000,0,1,0,12,0,16000,18.25
109000,0,1,0,11,0,32000,11.53
65000,0,0,0,19,0,6000,16.99
175000,0,1,1,8,0,35000,13.99
23000,0,1,0,9,0,9550,13.99
65500,0,1,0,27,0,16000,12.69
72000,3,1,1,9,0,5600,8.18
61000,0,0,3,10,0,8400,15.61
54500,0,1,0,21,0,14600,13.33
85000,0,0,0,6,0,12700,7.89
130000,0,1,0,13,0,20000,6.39
74500,0,0,3,18,0,32000,19.52
68000,0,1,0,11,0,16800,9.99
125000,0,1,1,16,0,8000,5.93
83000,0,1,0,8,0,18000,9.99
68000,0,1,0,16,0,30000,13.99
29817,0,1,0,8,0,3325,19.52
52000,0,1,0,7,0,15950,16.99
140000,0,1,0,15,0,18200,9.99
44000,0,1,1,13,0,14000,16.55
70000,1,1,1,10,0,18000,14.65
65000,0,1,0,16,0,22750,14.65
70000,3,1,1,23,0,18225,12.29
39000,0,1,1,12,0,15500,21.67
150000,0,1,0,14,0,35000,9.17
34000,0,1,0,5,0,3000,13.99
102000,1,1,1,13,0,30000,12.29
250000,0,0,1,21,0,27125,9.99
50000,2,1,1,16,0,9600,11.53
38000,0,0,0,9,1,13350,17.57
81000,0,1,0,11,0,24000,9.17
65000,10,0,0,15,0,8350,12.29
58272,0,1,0,6,0,18000,7.89
60672,0,0,2,9,0,7000,12.29
65000,4,1,0,20,0,24350,11.53
57000,4,1,1,10,0,7000,16.99
75000,0,0,0,9,0,30000,15.61
50000,0,0,1,10,0,2750,15.61
67000,0,0,0,11,0,14400,17.57
60000,0,0,1,10,0,4000,10.99
95000,0,0,1,6,0,12000,6.68
36000,2,1,0,14,0,15000,9.99
62000,1,1,2,21,1,22375,24.99
77000,0,0,0,15,1,24000,7.89
45000,0,0,0,12,0,14000,17.57
101000,0,1,0,12,0,12000,9.17
32000,0,1,0,11,0,16000,16.99
60000,0,0,0,6,0,22750,13.33
107000,3,1,1,8,0,20000,12.69
66000,0,0,0,15,1,12000,9.99
100000,1,1,0,10,3,28000,10.99
87500,0,1,0,15,3,20000,15.61
80000,0,0,0,9,1,6000,11.53
102000,0,1,0,10,0,28800,14.65
80000,0,1,0,12,0,21000,12.29
55000,0,1,1,7,0,9600,15.61
31500,0,0,0,10,1,8000,16.55
48000,0,0,1,14,0,5000,12.69
40000,0,1,0,10,0,12000,13.99
60000,0,1,1,13,0,9000,7.89
47000,0,1,0,10,0,19725,17.57
40400,0,0,0,9,1,15000,15.61
44000,0,0,0,10,0,12000,6.68
60861,3,1,1,21,0,15000,18.84
68500,0,1,2,15,2,20775,15.61
67000,0,0,0,5,0,15000,18.25
120000,0,1,0,13,0,15000,10.99
36000,0,1,0,7,0,9800,12.69
44000,0,0,1,10,0,15500,13.33
43000,0,0,0,7,0,8675,12.29
60000,0,0,0,11,1,10000,13.33
67000,0,0,0,12,0,22500,6.68
66500,0,0,0,19,0,12000,8.18
103000,0,1,2,32,0,18150,19.52
50000,2,1,0,18,0,10000,15.61
135000,0,1,1,18,0,28000,7.89
52000,0,0,0,4,0,17000,6.92
50000,0,0,0,11,0,4750,16.55
35000,0,1,0,6,1,4800,15.61
51000,0,0,1,13,0,10000,9.17
37000,0,0,0,5,0,10000,7.89
52000,0,0,0,10,0,10000,13.33
50000,1,0,0,5,0,20000,21.67
70500,1,0,1,13,0,16300,13.99
90000,0,0,0,15,1,10000,12.69
95000,0,1,1,17,1,21000,8.18
185000,0,0,1,9,0,7000,17.86
56000,0,1,1,11,1,6050,12.29
40478,0,0,0,7,0,12000,7.89
200000,0,0,0,23,0,28000,7.89
282368,0,1,1,12,0,19825,12.69
37000,0,1,1,8,0,12800,13.99
82000,1,1,1,12,0,10000,7.89
90000,0,1,0,12,0,30000,9.99
38000,0,1,0,12,0,8000,7.89
35000,0,1,0,13,0,10000,9.99
70000,2,1,0,9,0,30000,12.29
70000,0,1,0,15,0,20000,10.99
90000,0,0,0,11,0,30000,8.18
34000,0,1,0,11,1,15625,13.99
45000,0,1,0,11,1,15000,10.99
36000,0,1,3,6,1,14000,12.69
70000,0,1,1,26,0,30000,13.99
65000,0,0,0,6,0,12000,11.53
30000,0,0,0,7,1,3000,12.29
175000,0,1,0,7,0,16000,9.17
50000,1,1,1,14,1,6400,8.18
52111,0,0,1,6,0,12000,9.17
120000,0,0,2,6,0,4475,20.49
60000,0,1,0,7,0,13925,14.65
185000,0,0,0,14,0,4200,16.99
105000,0,1,1,11,0,25000,10.99
80000,0,1,0,12,0,16000,13.33
60000,0,1,2,11,1,2800,16.55
125000,0,0,3,7,0,21000,12.29
126000,0,1,1,23,0,27000,9.99
50000,0,1,1,3,0,9000,9.17
53000,0,0,0,8,0,6000,6.39
68000,0,0,0,9,0,20000,13.99
92000,0,1,0,21,0,16000,12.69
70000,0,1,0,18,0,29900,16.99
136000,0,1,0,11,0,32000,21.67
115000,0,1,0,21,0,7000,7.89
32600,0,0,1,21,0,12375,17.57
80000,0,0,1,9,0,12000,10.99
140000,0,1,0,9,0,24000,8.18
74000,0,0,2,26,1,18000,17.86
50000,0,1,0,6,0,20000,11.53
39000,0,0,1,10,1,8000,12.69
35000,0,1,0,16,0,3500,9.99
55000,0,0,2,15,0,12000,21.67
25000,0,0,0,12,0,9450,15.61
85000,0,1,0,11,0,35000,13.33
245000,0,1,4,25,0,10000,12.69
20000,0,0,1,4,0,3200,11.53
26856,0,0,0,8,0,10400,18.25
78000,0,1,0,14,0,22000,7.89
25000,0,0,0,10,0,3000,11.53
50000,0,0,0,18,0,15000,12.29
85000,0,1,0,11,0,9600,9.17
190000,0,0,1,14,0,19500,14.65
90000,0,1,0,13,0,16000,6.39
89000,0,1,1,13,0,15000,6.68
105000,0,1,0,10,0,19325,12.69
60000,1,0,0,8,0,20000,13.99
123000,0,1,1,13,0,35000,9.17
106000,0,1,1,24,0,35000,13.33
96000,1,0,1,11,0,25000,9.99
80067,0,0,1,11,0,25000,14.65
58000,0,0,1,9,0,14000,6.92
52000,0,1,0,9,0,12600,9.99
95000,0,1,0,9,0,20000,9.99
52000,0,1,0,9,0,14400,11.53
86800,0,1,0,9,0,16800,11.53
68800,0,0,1,13,0,22000,23.99
57500,0,1,0,8,0,8000,7.89
60000,0,1,0,14,0,15000,9.17
117000,0,1,0,10,0,28000,14.65
80000,0,0,1,12,0,21000,9.99
24000,0,0,0,7,0,5150,14.65
91000,0,0,0,19,0,8000,10.99
87000,1,0,0,9,0,24000,6.39
58000,0,0,1,5,0,6500,13.99
80000,0,0,0,15,0,5000,6.39
110000,0,1,0,12,0,12800,7.89
84000,0,0,0,9,1,10375,18.84
75000,0,0,1,13,0,24000,11.53
90000,0,0,1,11,1,12000,12.29
83000,0,0,0,18,0,25000,10.99
24000,0,0,1,11,0,8625,16.55
65000,0,0,2,20,0,12500,10.99
50000,0,1,0,5,0,14000,7.89
63000,0,0,1,15,0,14000,6.92
45000,0,0,0,12,0,6000,11.53
49320,0,0,0,11,0,3600,6.39
28800,0,0,0,8,0,3500,15.61
50000,0,0,0,13,0,22950,18.25
183966,0,1,0,12,0,34000,6.92
42000,0,0,0,6,0,19225,15.61
90000,0,1,0,13,0,25000,6.39
110000,0,1,1,17,0,24000,14.65
31000,0,0,0,13,1,10000,12.69
90000,0,0,0,12,0,28000,6.68
55000,1,1,0,10,0,15000,12.29
98000,0,0,0,7,0,10000,8.18
31000,0,0,0,8,0,7000,12.69
29000,0,1,0,8,1,12000,12.29
25000,0,0,1,13,0,6000,10.99
50000,0,0,0,11,0,11500,6.39
50000,0,1,1,11,0,15000,12.69
91000,2,1,1,14,0,10000,10.99
120000,0,0,0,3,2,11925,16.99
45000,0,0,0,12,0,8400,9.17
110000,1,1,1,11,0,5600,7.89
126000,0,1,0,12,0,25000,9.17
59700,0,0,0,6,0,11000,12.29
36000,2,0,1,18,0,12000,12.69
120000,1,0,0,19,0,20000,7.89
52800,0,0,1,16,0,11300,15.61
65000,0,0,0,7,0,6000,7.89
65000,1,1,2,8,0,12000,15.61
52500,0,0,0,8,0,3000,7.89
39000,0,1,1,5,1,10400,13.99
50000,1,0,0,18,0,8000,12.69
100000,3,0,0,11,1,20000,10.99
35000,0,1,1,17,0,6300,5.93
60000,0,0,1,5,0,2800,17.57
95000,0,0,0,6,0,35000,21.67
60000,0,1,1,14,0,6000,7.89
75000,0,1,0,13,1,9600,5.93
46000,0,1,0,10,0,7000,6.39
39000,0,0,0,9,0,6400,13.99
52207,2,0,0,14,0,4450,16.99
44500,0,0,0,7,1,14975,12.69
60000,0,1,0,9,0,7000,11.53
144000,0,1,0,19,0,21600,8.18
42000,0,1,1,13,0,18450,17.57
75000,3,0,0,23,0,12500,17.86
48000,1,0,0,12,0,8000,8.18
85000,0,0,0,6,0,20000,13.99
76000,0,1,1,13,0,15000,6.92
40000,0,1,0,9,1,16000,15.61
80000,0,1,2,13,0,26400,18.84
53150,0,0,1,27,0,23325,17.57
98305,0,1,0,14,0,28000,9.17
55000,1,1,1,14,0,8000,13.99
50000,0,1,0,9,0,15000,17.86
91000,0,1,0,6,3,30000,18.84
96000,0,1,0,16,0,3200,12.69
57000,0,1,0,9,0,21600,13.99
65000,0,1,0,15,0,14225,17.57
85000,0,1,0,13,0,24000,12.29
51000,0,1,0,12,1,23225,19.52
70000,1,1,0,3,0,2750,16.55
250000,3,1,0,7,0,24000,15.61
36200,1,0,0,11,0,8750,13.33
58000,1,1,1,11,1,14000,15.61
38500,0,0,1,29,0,16000,11.53
50000,0,1,0,11,0,12000,16.55
52000,0,1,0,11,0,14000,6.92
58000,0,0,0,17,0,7500,10.99
60000,1,0,0,27,0,4550,8.18
85000,0,1,0,15,0,18500,7.89
39200,0,0,0,20,1,4800,13.99
98000,0,1,0,10,0,35000,11.53
42000,0,1,2,7,0,4800,12.69
42000,0,0,0,14,0,17050,20.49
33000,0,1,1,7,0,11600,15.61
30000,0,1,0,12,2,8000,14.65
100000,0,1,0,12,0,14000,9.99
60000,0,1,0,10,0,12000,6.39
110000,1,1,1,8,0,35000,14.65
43000,0,0,0,7,0,6500,9.17
127204,0,0,0,18,0,35000,9.99
226000,0,1,0,7,1,35000,12.29
45000,0,1,0,15,0,21075,25.8
70000,0,1,1,16,0,24000,15.61
80000,1,0,0,8,0,20000,12.29
78000,1,0,0,16,0,20000,7.89
70000,0,1,0,15,0,31500,15.61
72000,0,0,0,14,0,4700,6.39
75000,1,0,1,8,0,32950,16.55
36000,0,1,1,20,0,10000,13.99
210000,1,1,0,12,0,12000,10.99
48000,0,1,1,16,0,19200,20.49
45000,0,0,0,8,1,15000,13.99
120000,0,1,1,11,0,18000,6.92
52900,0,0,0,9,0,15000,12.29
40565,0,0,1,19,0,15500,16.55
50000,0,1,0,12,0,22400,10.99
75000,0,0,1,9,0,14400,14.65
32000,0,0,0,23,0,9000,8.18
14200,0,0,0,5,0,4750,17.57
150000,0,1,1,14,0,20000,10.99
17000,0,0,1,8,0,8000,12.29
81500,0,1,0,14,0,21000,11.53
55000,0,1,0,24,0,8350,14.65
67000,0,1,1,7,0,32100,19.52
44200,0,1,0,6,0,20000,13.99
51000,1,1,0,13,0,13800,18.84
62000,3,1,1,13,0,12000,13.33
80000,0,1,1,8,0,18000,6.39
55000,0,0,1,13,0,15000,12.29
67000,15,1,0,26,0,23125,15.61
110000,0,0,0,15,0,14400,6.39
26400,0,1,0,14,0,10000,11.53
85000,0,1,0,9,0,35000,16.55
58000,0,1,1,17,1,3775,8.18
265000,0,1,0,6,0,35000,18.25
21000,0,1,1,12,1,4000,8.18
160000,0,1,0,18,0,14000,9.99
100000,1,1,0,18,0,18000,8.18
28000,0,0,0,4,0,11025,6.68
32000,1,1,0,13,0,10500,16.55
90000,0,1,0,13,0,16000,9.99
75000,0,0,0,5,0,9500,9.17
84000,0,1,0,21,0,24000,10.99
90000,1,1,0,11,0,17000,6.92
40000,0,0,0,9,0,1200,17.86
45000,0,0,0,5,0,7500,11.53
49000,1,1,0,8,1,13700,14.65
96000,0,1,0,7,0,14000,5.93
100000,0,1,0,14,0,28000,7.89
112000,0,1,0,11,0,35000,8.18
130000,0,1,0,11,0,35000,8.18
36500,1,1,0,16,0,6000,12.29
17000,0,0,0,7,0,5000,25.83
64000,1,0,1,16,0,4000,14.65
53000,0,0,2,14,0,15000,6.92
48000,0,1,0,8,0,18500,9.17
115000,1,1,0,16,0,25000,6.68
47000,0,0,0,26,0,19725,18.25
42000,1,0,2,12,0,7000,14.65
153000,0,0,0,11,0,28000,17.86
58000,0,1,0,6,2,18950,18.84
172000,0,1,0,11,0,10225,18.84
30000,1,0,0,6,0,12325,18.25
82000,0,1,1,13,0,35000,12.69
76292,0,1,1,17,0,15000,5.93
52000,0,1,1,9,1,13000,9.17
55000,0,1,1,5,0,12000,6.39
41000,0,0,0,10,0,12800,18.25
37000,0,0,1,13,0,10800,16.99
30000,0,0,0,9,5,4000,12.29
50000,0,1,0,13,0,3500,6.68
250000,0,0,0,15,0,21000,9.99
150000,0,1,1,26,0,35000,8.18
230000,0,1,1,12,0,30000,11.53
183993.46,2,1,0,6,0,30000,12.29
104000,0,1,0,13,0,35000,7.89
30000,0,1,0,9,0,6000,10.99
48000,0,1,0,8,0,15350,17.86
62000,0,1,0,13,0,4000,12.29
68000,0,1,1,32,0,27150,11.53
108000,1,1,0,15,1,32000,11.53
52500,0,0,0,20,0,8500,6.39
82000,2,0,1,12,0,12000,7.89
74000,0,1,2,20,0,20000,6.68
51600,0,0,0,15,0,11500,6.92
109000,0,0,0,6,0,20000,7.89
190000,1,1,0,7,0,25000,7.89
80000,0,0,0,7,1,8000,11.53
87152,0,1,0,7,0,30000,19.52
30000,0,0,2,10,0,9000,6.68
72500,1,1,0,9,0,10000,7.89
50000,1,0,1,16,0,18000,10.99
73000,0,1,0,21,0,18000,6.68
66000,0,1,0,9,1,4900,10.99
113000,5,1,0,17,0,28000,12.29
30000,0,0,0,11,0,7000,6.92
43000,0,0,1,27,0,10000,13.33
80000,0,0,1,19,0,7200,14.65
139000,0,0,0,7,0,30000,10.99
55000,0,1,1,12,0,12100,18.84
68600,0,1,0,8,1,14000,13.33
35000,0,1,0,10,0,12600,6.92
60000,0,1,0,11,0,18000,10.99
79000,0,0,1,16,0,20000,10.99
125000,0,1,0,17,0,33000,15.61
100000,1,1,0,10,0,25325,15.61
83000,0,1,0,6,0,15000,7.89
99000,0,1,2,11,0,8000,7.89
56000,0,1,1,13,0,14525,24.99
175000,0,1,0,22,1,15000,9.17
170000,0,1,0,8,0,20000,9.17
92500,0,1,1,10,0,24000,13.33
45000,1,1,0,15,0,8000,12.29
54500,0,1,3,17,0,8000,7.89
70000,0,1,1,10,0,17725,11.53
55000,0,0,0,3,0,10000,13.33
42000,0,0,0,12,0,20000,9.17
120000,0,1,1,26,0,25000,9.99
82500,1,1,0,9,0,27975,12.69
109000,1,0,0,12,0,15000,8.18
104000,0,1,0,8,0,20000,6.39
140000,0,1,0,17,0,35000,13.33
90000,0,1,1,11,0,20000,10.99
48000,0,0,0,17,0,9000,8.18
80000,0,0,1,8,0,16000,18.25
49000,0,1,1,8,1,9000,12.69
40000,0,0,1,7,0,5000,9.17
60000,0,0,0,15,1,10000,9.17
60000,0,1,0,6,1,20000,13.33
60000,0,0,1,18,1,13300,11.53
160000,0,0,2,17,0,28000,7.89
55000,0,1,0,28,0,6000,12.29
55000,0,0,0,5,0,20000,15.61
65000,0,1,0,10,0,6800,5.93
55000,0,1,1,11,0,17625,17.57
69000,0,1,0,27,0,18000,9.17
78000,3,1,1,12,0,14725,17.57
38500,0,1,2,13,0,10000,6.68
80000,0,1,0,28,0,19600,7.89
56160,0,1,0,5,0,20000,5.93
66804.6,0,0,0,8,0,15000,7.89
70000,0,1,0,17,0,31000,9.17
62500,0,1,0,7,0,12000,12.69
63000,0,1,1,6,0,12000,12.29
41000,0,0,1,14,1,9100,16.99
45000,0,0,0,8,1,20000,12.69
70000,0,0,0,7,0,20000,8.18
50000,3,0,0,11,0,9500,7.89
62500,3,1,2,14,1,16500,18.25
45000,6,1,0,12,0,8000,8.18
49000,0,1,1,5,1,12000,12.29
170000,0,1,1,12,0,35000,12.69
50000,1,0,1,14,0,7000,9.17
24000,0,0,1,14,0,10000,16.55
65000,0,0,0,10,0,4500,15.61
65000,1,0,1,14,0,14400,9.99
64000,1,1,0,13,0,8000,7.89
102000,0,1,0,10,0,25000,13.33
100000,2,0,1,15,0,20000,14.65
60000,0,1,0,17,0,16000,12.69
56000,0,0,0,4,0,8625,9.99
68000,0,1,0,10,0,20000,9.17
125000,1,1,0,33,0,24000,6.39
300000,5,1,0,7,0,24000,17.57
500000,4,0,1,15,3,30000,12.29
300000,3,1,0,15,0,24000,9.17
106000,0,1,0,8,1,25000,6.39
71500,0,0,0,14,1,22875,19.52
28000,0,1,0,9,0,3000,10.99
33000,0,1,0,10,0,6500,10.99
105000,0,0,0,8,0,20000,6.92
99000,0,1,0,16,0,15000,5.93
90000,0,1,0,14,0,17775,13.99
62000,2,1,1,7,2,8000,9.99
64000,0,0,0,4,0,11850,10.99
58000,1,0,0,12,0,24000,6.92
57900,0,1,2,20,0,12500,6.92
90000,0,1,0,25,0,16000,10.99
56000,0,1,2,10,0,25000,18.84
29000,0,1,0,9,0,11200,18.84
55000,0,0,4,14,0,19000,18.25
82300,0,1,0,10,0,24000,5.93
80000,0,1,1,10,0,19825,19.52
45000,4,0,0,9,0,10000,18.84
50000,0,1,0,8,0,18000,6.92
115000,2,1,1,13,0,20000,13.33
67000,3,1,2,16,0,6000,9.99
105000,1,0,0,5,2,8400,6.92
150000,0,1,0,6,0,15000,6.68
45000,0,0,2,15,1,8000,16.99
66000,0,0,2,14,0,12000,16.99
110000,0,1,0,10,0,24000,12.69
62000,0,0,2,7,0,18600,12.29
37000,0,0,0,8,0,5000,12.29
31000,0,0,0,9,0,11150,22.99
75000,0,0,0,7,0,5000,12.29
106000,0,0,2,19,0,35000,13.99
78707,1,1,0,11,0,20000,18.25
30000,0,0,0,8,0,6450,15.61
95000,0,1,0,11,0,23000,10.99
179000,1,1,4,15,0,35000,18.25
51000,0,0,0,8,0,9600,13.99
92000,0,1,1,12,0,35000,16.55
54000,0,0,3,12,0,11775,21.67
76000,0,1,0,12,1,18000,14.65
33000,0,1,0,13,0,14000,9.99
180000,0,1,1,11,0,30000,10.99
70000,1,0,0,6,0,28000,7.89
87000,0,1,0,10,0,12000,11.53
41000,0,1,1,6,3,20475,13.99
49400,0,0,0,7,0,12000,13.33
95000,0,0,0,35,0,25000,11.53
68000,0,0,1,22,1,3000,8.18
55844.96,0,0,1,17,0,9000,6.92
23295.17,0,0,0,9,0,10650,15.61
60000,0,1,0,7,0,6000,7.89
92000,0,1,1,11,1,4000,11.53
34000,0,0,0,5,0,8000,12.29
45000,0,1,1,19,0,7200,6.39
35000,0,1,0,8,0,12000,12.29
107000,0,1,0,16,0,14000,6.92
90000,0,1,0,8,1,10000,7.89
40000,0,0,0,4,0,5600,9.17
